k11	r12	K	r0	r2	er1	value	fevals	gevals	niter	convcode	kkt1	kkt2	xtime	init_k11	init_r12	init_K	init_r0	init_r2	init_er1	parscale1	parscale2	parscale3	parscale4	parscale5	parscale6	step1	step2	step3	step4	step5	step6
0.27661016477476	8.73285930849067	0	0.194775106859918	1e-07	0	-87114.6200243487	56	56	NA	52	0	0	6.18200000000002	2.10618110530703e-06	8.73285920528815	0.000417482208853138	0.187046971450704	0.0228309403481318	9.81189642528785e-06	0.01	0.001	0.01	0.001	0.1	0.1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0852379985094877	0.000955022040324137	3.08944559906334	0.00132239691238448	3.01651980703043e-05	0.0420096291512649	-129773.645232446	1	1	NA	0	1	NA	0.0679999999999836	0.0852379985094877	0.000955022040324137	3.08944559906334	0.00132239691238448	3.01651980703043e-05	0.0420096291512649	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0504427389551949	0.084994394907549	0.439542595578406	32.080192029602	1e-07	0.0809221506815676	-1530.98022404136	265	265	NA	0	0	0	37.428	1.31609499000975e-05	0.352182333037023	1.05798366457421e-05	4.98834702982905e-05	0.00020391159775775	0.00014163812443454	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
1.04057998169489	0.0587551743698879	0.00600863300483483	2.41315181850036	0.151165903166927	0.0922408835400654	-3029.10326846928	224	224	NA	52	0	1	26.14	0.001050258124818	1.64490949803767e-06	0.00497126631621778	0.385782508659928	0.00700457120093771	0.00278061395232	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
2.83102637470513	0.128680854227911	0.0133236966069326	0.0710695974284681	1.00000000002876e-07	0.00795237170620741	-127872.540764335	51	51	NA	52	0	0	4.01099999999997	3.03140790144089e-06	4.84232169961253e-06	0.057572978049125	2.56939632990261e-05	0.049264965864994	0.0135961025304439	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.000201414684711676	0.0342287641188361	1.60205113284919	1.47094700027277e-06	0.0172903361086421	0.002339828601356	-129773.645232446	1	1	NA	0	1	NA	0.0649999999999977	0.000201414684711676	0.0342287641188361	1.60205113284919	1.47094700027277e-06	0.0172903361086421	0.002339828601356	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.829723039024984	5.91645644780294	0.0118356011713336	0.238153224533488	0.00481862860890604	0	-72277.7189754536	243	243	NA	52	0	0	27.793	2.93124956555301e-06	0.0265567914213352	1.20612113451227e-05	0.0744680668320093	2.92058642550781e-05	3.40162014609563e-06	0.01	0.1	0.1	0.01	0.1	0.001	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0491487836793533	0.0844644886938482	0.437115428185906	73.0860172668861	1e-07	0.0814178587049725	-1532.25783294909	249	249	NA	0	0	0	25.514	0.00012379323690424	0.158169738812883	0.0014715282118141	0.000172994241696811	1.98582483208842e-05	0.000120615823922865	0.1	0.001	0.01	0.01	0.001	0.001	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.938261217379181	0.0448864427499739	0.0328231527937534	0	0.206621194793088	0.0995911234520421	-4539.65837124317	1154	1154	NA	52	0	0	106.72	1.01096355057531e-06	0.000203670692907115	2.62875638475772e-06	0.187417936853161	3.94988642476024e-06	0.0147498579232084	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.0504434636406136	0.0849958451896309	0.439544503464745	32.0654892251916	1e-07	0.080913363019942	-1530.98022604562	162	162	NA	0	0	0	16.688	1.37771660982373e-06	0.00111352051605496	0.0255772747431149	4.17278595005755e-05	1.67867701859185e-05	0.000137138957932452	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0504331320834149	0.0849905823291541	0.439524959353298	32.2104982961074	1e-07	0.0809258070954063	-1530.98029599846	139	139	NA	0	0	0	14.507	0.0132543382052448	8.37134844842688e-05	0.0092385738962783	1.24526106093441	1.06235973436011e-05	0.038685157742246	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.174214080171914	0.000889640569698532	2.30898366437454	0.00180814151540717	0.03642252347698	0.301633141633008	-129773.645232446	1	1	NA	0	1	NA	0.0680000000000405	0.174214080171914	0.000889640569698532	2.30898366437454	0.00180814151540717	0.03642252347698	0.301633141633008	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
3.49675354227036	0.0441654452322339	0.210652260226499	0	0.204023244672053	0.0985186102044616	-4557.55051589147	293	293	NA	52	0	0	28.089	3.60257496657463	0.00398329115990873	0.037664497705157	0.000674805546249757	0.00118821959413762	1.05745499108496e-06	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
8.53391686402138	1.36035007802567	0	3.16663367061899	0.938636269844859	0.000212123850950586	-52345.9804150103	66	66	NA	52	0	0	7.97200000000004	0.0637085039963239	1.46923729774572	3.9057353135442e-06	0.00185588452933771	3.10614730769614	2.00655026346685e-06	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
1.3389478291772	0.0447006860211308	0.113089628247743	0	0.188167156985005	0.0990405127085332	-4545.5109736343	51	51	NA	0	0	0	4.76200000000006	1.3403755717971	5.84504902143444e-06	0.0828120835027859	1.09125638371322e-06	0.180872424443451	0.344623033831479	0.01	0.001	0.01	0.01	0.01	0.01	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.760873963555642	0.407048540691736	0	0.0496701018432956	0.00112091937455726	7.56120658132549	-129151.585345728	48	48	NA	52	0	0	4.00599999999997	0.208959752521755	0.400446865558031	4.46252732785127e-06	3.08358065688296e-06	0.035380129148195	7.58800928633493	0.1	0.01	0.001	0.01	0.01	0.1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
2.19689104854135	0.0375300418723425	0.000972524911264245	0.0948444958503002	1.52880684057817e-06	0	-126227.425078598	59	59	NA	52	0	0	5.26700000000005	2.1641577334021	1.94716294635524e-05	0.00645571812139775	2.6335487843877e-06	0.00885304667818883	0.00852627824399872	0.01	0.001	0.01	0.01	0.01	0.01	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
1.50863970597857	8.23450820902258	0.022660859767782	0.608873587031657	0.0261295289548449	0.00287637056504967	-30088.1822315003	113	113	NA	52	0	0	14.052	8.2476846868463e-05	6.92452405533542	5.40888564797731e-06	0.00126155590455098	3.50987993201481e-05	0.00569538883051729	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0504423138410666	0.08499422903495	0.439541804595919	32.0858898945484	1e-07	0.0809223090642391	-1530.98022427018	211	211	NA	0	0	0	22.15	3.28249184718806e-06	0.000175072046206946	0.000121304010158783	9.10854819520837	1.82185383946249e-06	0.96459095007423	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
8.08943105564309	4.33634045989177	0.0324125304931622	0.391743907541616	0.0249302519341156	1.5436297707741e-05	-42558.0385027136	58	58	NA	52	0	0	6.86799999999994	0.00442673747150925	0.00109660210544615	0.0331853430543331	3.43157887602331e-06	0.0255249331373604	1.58045091190367e-05	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
1.80929610559783	4.31331155030667	0.269597909880857	1.07138364074027	9.99999999999959e-08	0	-36096.858756237	109	109	NA	52	0	1	12.398	8.38450783606788e-05	0.00328791619286043	0.000724908614026142	3.03972865558931e-06	7.78238241971336e-06	4.10910061562966e-05	0.01	0.01	0.001	0.001	0.01	0.1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.173569526192927	0.968549746022709	2.66734851115602	5.30229578148033e-05	2.9728902763058e-06	5.77950925977286	-129773.645232446	1	1	NA	0	1	NA	0.0649999999999409	0.173569526192927	0.968549746022709	2.66734851115602	5.30229578148033e-05	2.9728902763058e-06	5.77950925977286	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0504432566334187	0.0849946011012046	0.439543547764916	32.0731914040256	1e-07	0.0809219462218853	-1530.98022412882	188	188	NA	0	0	0	20.0360000000001	0.115644595572635	0.047767064553873	0.0268435142018099	1.2281950298888	0.0368943447690972	0.272471164015221	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
1.70699066412016	0.344406955774515	0.0585289662448694	0.195133686402082	7.47495003908436e-06	0	-86286.531074708	62	62	NA	52	0	0	5.596	2.00906753357837e-05	0.00768816786136594	0.0678984274117285	1.78500453289001e-05	2.64077961632393e-06	6.44870843011326e-05	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
NA	NA	NA	NA	NA	NA	-8.98846567431158e+307	NA	NA	NA	9999	NA	NA	3.86800000000005	0.147834281503417	7.13886137572111e-05	0.0480413078895772	0.000557005010231015	0.000992399292039169	0.00269899484429973	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0	0.416417986643743	0.347049672298349	0.0234225228207927	1.39127425459071e-05	0	-129773.645232446	2	2	NA	0	0	NA	0.141999999999939	3.14924626119584e-05	0.416418568720352	0.347049599538772	0.00137637124919086	1.5440693644929e-05	0.00280886558238884	0.1	0.001	0.001	0.1	0.001	0.1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0	0.0051617921907623	7.15518647746584e-06	0.00220021846506318	0.953280129930169	0.000670459395189817	-129773.645232446	2	2	NA	0	1	NA	0.133000000000038	3.52924511649362e-05	0.0051828197082673	1.33442038611823e-06	0.00220021846506318	0.953280129930169	0.000670459395189817	0.01	0.01	0.1	0.01	0.01	0.01	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
9.5171658225589	0.0495236605759195	0.574338788329583	5.12145418627298	0.0796435812217403	0.0995913793735184	-4484.0241046432	63	63	NA	0	1	0	7.59800000000007	9.28167677197044	0.00132501782260748	0.921382096736748	0.000592173707904161	0.0565137739917654	2.42927606866394e-06	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
1.35539756266014	4.55261097632501	0.000869845495951793	0.458933632145851	0.0358050196238739	0.000452077504353562	-37716.6382267347	64	64	NA	52	0	0	7.43500000000006	1.34690501203938	4.55238273301319	0.000869986317761532	2.89483550171865e-06	3.6416331817017e-05	0.000452150692491687	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
1.58450660662138	0.0446769014168286	0.20352534068885	0	0.101368478625005	0.0991330524555592	-4545.85423267383	566	566	NA	52	0	0	52.862	0.000559622384109451	0.000296198586872227	1.94396334951156e-05	9.09664971287517e-05	0.00029776517473778	1.00997653114903e-05	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0504450379010816	0.0849934457496635	0.439553006972929	32.074113396474	1e-07	0.0809280823242409	-1530.98022623619	236	236	NA	0	0	0	25.063	0.000106781179806567	0.488557488913047	0.0394536043098397	3.08271213214283	4.55763338315365e-05	0.272686093750758	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.398105206838926	2.35816187859928	7.44508983269207e-10	3.82596096692052e-05	0.00184720628298524	0.10049228652488	-129705.322413296	74	74	NA	52	0	0	6.00599999999997	0.00521862067608927	2.37333365025974	0.00501443018477761	3.00552166307411e-06	0.00540294664320248	0.100493123437614	0.1	0.1	0.1	0.001	0.01	0.01	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.050443881474026	0.0849948413272638	0.439544689228343	32.0647963987796	1e-07	0.0809218354921706	-1530.98022477061	231	231	NA	0	0	0	24.066	1.57286802172182e-06	0.01166325743281	1.19151550265154e-05	0.857835330095292	2.775682323726e-05	0.0284410820634592	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0246591662229811	0.0873018589364197	0.00372217982711861	18.5446344503836	0.0127612630071386	0.0779466246565807	-1699.54197320567	188	188	NA	52	0	0	20.404	0.00248833477009636	0.0958457171215607	5.96554439352109e-06	0.0373181007387726	0.000377831549276881	0.107116471343433	0.01	0.001	0.001	0.1	0.001	0.1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0504429068948993	0.0849944626332353	0.439542902196347	32.0779091745479	1e-07	0.0809220788132008	-1530.9802240252	457	457	NA	0	0	0	49.365	0.0289971116542247	0.0144034233666857	0.0438569635399057	4.90531303954298e-06	0.000212508308375377	0.00087982903237241	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0602211199679544	0.0781325536033335	0	0	1e-07	0.0817796779330082	-1612.0710174339	268	268	NA	0	0	1	22.497	4.94506217336821e-06	0.0819506340417231	0.133687112576282	0.00297592106956456	3.94102539397776e-05	3.41545458364587e-06	0.1	0.1	0.01	0.1	0.01	0.1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1.19590300157023	5.93023211550152	0.0186599120140821	0.490752593393534	0.285683762351204	1.55056295056578	-101260.628894608	106	106	NA	52	0	0	10.829	0.000396748281843176	0.00123865982193815	0.025280093399378	0.000141849511361966	0.00486941659888414	1.57589095792311	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
2.1057953375436	0.0446633500775856	0.31074139263073	0	1e-07	0.0990301424793893	-4545.77552304512	805	805	NA	52	0	1	80.3440000000001	2.75589739815924e-05	0.00414463579350014	0.016300542743323	8.51964921221801e-06	0.000109433138087336	0.777843902903474	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
NA	NA	NA	NA	NA	NA	-8.98846567431158e+307	NA	NA	NA	9999	NA	NA	0.899999999999977	1.03511104572065e-06	1.15308461268289	0.613395203114014	0.0396511665889886	0.000128597154126582	0.00151567316329983	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0513569673520172	0.0853463916162243	0.441198326307832	23.2809851652966	1e-07	0.0805750387152733	-1531.605591318	343	343	NA	0	0	0	38	0.879513215697234	0.283349125904682	0.00014499616164873	1.44492574864525	7.02414079825526e-06	0.200195599308707	0.001	0.1	0.01	0.001	0.001	0.01	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0	0.034692380811819	0.000149295490802927	0.00499826489038719	0.107339904931396	1.54171811172608e-05	-129773.645232446	2	2	NA	0	0	NA	0.133000000000038	9.2330756888253e-06	0.0346935085852844	0.000149288214845086	0.00432378359852552	0.107339970415016	4.30658209131008e-05	0.1	0.001	0.001	0.1	0.001	0.1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0063538145340019	7.57093227121923e-06	6.39997035536746	0.00340784662374965	0.00248349896863832	3.29966354157065	-129773.645232446	1	1	NA	0	1	NA	0.0649999999999409	0.0063538145340019	7.57093227121923e-06	6.39997035536746	0.00340784662374965	0.00248349896863832	3.29966354157065	0.01	0.01	0.1	0.1	0.01	0.001	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.0504386055000287	0.0849927551120436	0.439534993042184	32.1360776144821	1e-07	0.080923780610873	-1530.98023786708	336	336	NA	0	0	0	35.8929999999999	0.0196322401672533	0.024267053098835	0.000139753399648656	0.0693759135102172	0.000271137246394304	0.508860958016969	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
7.47801404319872	62.4045338825159	0.00615400870036763	0.396090105677038	0.0146681760281952	1.5457457097608	-47473.880453529	141	141	NA	52	0	0	17.252	0.0976821620054719	8.10349354272266e-06	0.0432522165143663	4.32427779218003e-06	0.000495414316621185	1.55293230562123	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
9.98303006495889	0.0442214468372624	0	70.1599178559586	4.09497875937806	0.0984991423819262	-4556.51144449683	220	220	NA	0	0	0	23.1569999999999	0.00447073135637681	5.7800832388937e-06	1.5833865079701e-05	0.0101469421952173	4.13399531540903	0.000457450841860574	0.01	0.1	0.1	0.1	0.001	0.1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.522100827293541	0.457075350905801	0.000172134749941812	0.220495137094558	0.00325591108404095	0.039934088350506	-79709.5924207233	74	74	NA	52	0	0	8.25800000000004	0.0577608849043685	2.38495084848569e-05	0.000189697419748034	0.21927357636344	1.84236028804159e-05	0.000334145578775912	0.1	0.1	0.001	0.001	0.01	0.1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
6.62186091934182	0.058534351243853	0	2.21644541414866	0.159458257429437	0.0919065876898177	-3042.43540032762	229	229	NA	52	0	0	29.664	9.99736365580545e-06	3.11930853861354	3.36966310433105e-06	1.55750529347625e-05	1.66614527865091	1.05447284758884e-05	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
4.06536327146525	18.0244760965326	6.49889927307061e-05	1.13727755290394	0.0806702892705719	0	-30402.9891983471	580	580	NA	52	0	0	78.348	0.0598740142592505	0.000193169018409451	0.00140299723602506	0.0391852934326444	0.00151956046565843	1.17939814259811e-05	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.000566634691879187	0.326006706615117	4.71788830929208	9.57457998774379	0.0006628201243916	0.106707808387312	-129773.645232446	1	1	NA	0	1	NA	0.0639999999998508	0.000566634691879187	0.326006706615117	4.71788830929208	9.57457998774379	0.0006628201243916	0.106707808387312	0.01	0.01	0.01	0.01	0.1	0.01	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.913516123793755	3.48833514148832	0.438346671989461	0	1.01144479345772e-07	0	-36970.1631433791	158	158	NA	52	0	0	15.7190000000001	2.07522459322992e-05	3.44786078765306	0.00037727309019203	0.00033965637679277	0.00940502606392099	0.0204277318096888	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.381986149784853	0.0039852936480811	8.70597415206353	0.000199035992566219	5.42037184736554e-05	3.56220128307797e-05	-129773.645232446	1	1	NA	0	1	NA	0.0639999999998508	0.381986149784853	0.0039852936480811	8.70597415206353	0.000199035992566219	5.42037184736554e-05	3.56220128307797e-05	0.01	0.1	0.001	0.01	0.001	0.01	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0504429169158426	0.0849944687095208	0.439542926128756	32.077765015897	1e-07	0.0809220920895505	-1530.98022402565	163	163	NA	0	0	0	17.229	0.0652416131621852	0.253644393516026	0.149524963384642	0.320763159410361	0.00539354442934124	0.000144742457288456	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.000413099416093284	0.000279773563574442	0.115817559367169	0.00254076758606335	1e-07	0.0744286582623082	-129773.471549132	22	22	NA	52	0	0	1.50199999999995	4.01920364511547e-05	3.35551579104753e-05	0.115986361583818	0.000138246381859987	1.1046494169424e-05	0.0744302589729833	0.001	0.01	0.1	0.1	0.01	0.01	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0191069006396982	0.949815121691856	2.63298901869701	0.0948179092167071	9.45642941813068e-05	0.0268197883066366	-129773.645232446	1	1	NA	0	1	NA	0.0670000000000073	0.0191069006396982	0.949815121691856	2.63298901869701	0.0948179092167071	9.45642941813068e-05	0.0268197883066366	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.100858691431202	0.057305915035892	0.00805427740318047	0	0.018863583141515	0.0938323491659072	-2793.48350257425	222	222	NA	0	0	1	19.913	0.54173529667185	0.00263657437139212	0.000517191612809919	0.00015126403043456	0.000711669728867175	0.000513028524946669	0.1	0.01	0.001	0.01	0.001	0.1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
0.0807386651374944	3.19959937936965e-05	3.91877807626685	0.0661040793309417	0.000168248118829697	7.9518862854009e-06	-129773.645232446	1	1	NA	0	1	NA	0.0670000000000073	0.0807386651374944	3.19959937936965e-05	3.91877807626685	0.0661040793309417	0.000168248118829697	7.9518862854009e-06	0.001	0.01	0.1	0.01	0.001	0.1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
NA	NA	NA	NA	NA	NA	-8.98846567431158e+307	NA	NA	NA	9999	NA	NA	2.19599999999991	1.40869408039381	0.303929975584299	1.19081443671452e-06	0.0586929152762083	0.0660744623990369	2.35919076530813e-05	0.1	0.01	0.1	0.001	0.1	0.001	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.0504504001738435	0.0849974334755177	0.43955666669376	31.9770678935065	1e-07	0.080919193705825	-1530.98026672188	334	334	NA	0	0	0	35.0330000000001	0.117392491873417	0.000287166504795844	0.036859304069623	2.83968581571548e-06	0.74718332965349	1.03058863690828	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
1.86759857893552	1.81527084423187	0.367138400239021	0.568707127506736	0.000724497395501178	0.169186260021448	-28004.3949628522	258	258	NA	52	0	0	31.8440000000001	0.643038592598109	0.00496759061413023	2.36002603209816e-05	0.00211967280309194	2.67632576261026e-06	0.169194873859919	0.1	0.1	0.1	0.01	0.001	0.001	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.0488949505076583	0.0842443162585357	0.436912736927443	114.651481447108	1e-07	0.0816132825765883	-1533.06417035223	213	213	NA	52	0	0	22.7350000000001	5.27696347536081e-06	1.31170102424862e-05	0.0132946233654016	0.315032491143924	5.86148920805198e-06	0.000104901367195817	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
NA	NA	NA	NA	NA	NA	-8.98846567431158e+307	NA	NA	NA	9999	NA	NA	17.05	0.000577633270532717	0.726031981609271	3.78590052560814e-06	0.00244032480422392	1.04618892243087e-06	0.0062735751542887	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.0504427986536297	0.0849944082697185	0.439542716478626	32.0794553824416	1e-07	0.0809221289641448	-1530.98022403146	482	482	NA	0	0	0	50.1320000000001	4.91965685769386e-05	0.000334638947486614	0.000577429396416594	0.00181944297191097	0.000288913471261464	2.2569856598541e-06	1	1	1	1	1	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0272094944920313	0.0837308928876315	0.0206681477849801	13.9968673321463	0.0149788422585797	0.0818218244169116	-1715.28597682436	247	247	NA	52	0	0	26.47	2.25935881596453e-06	0.398745970731944	0.385502045015916	0.0574228559631653	9.20185252767104e-05	1.91747844117536	0.01	0.001	0.01	0.1	0.1	0.1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
9.99929665071485	0.0436568485145467	0	0	3.31169859197513	0.0990703488480791	-4633.05086225163	1275	1275	NA	1	0	0	117.492	0.419052629256709	1.56178889567816e-05	0.000804858791298425	0.0359791126148605	4.43054062034691	0.000757237528439551	1	1	1	1	1	1	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
1.96159701637513	0.166903792310096	0.00209332583971876	0.0857063423113655	1e-07	0.124130903913898	-125872.259406198	43	43	NA	52	0	0	6.00800000000004	1.8427303893421e-05	5.60452027074582e-05	0.00444226542826747	0.0194508146305902	0.000929663802045353	0.125596384873595	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
0.023608909825685	0.0852999556574477	0.000561942329465307	125.752623923379	0.01273592298558	0.0810683955152332	-1662.31151921175	172	172	NA	52	0	0	18.3119999999999	0.146362971081622	0.45960882689804	9.60348897701831e-06	0.00019702261464274	0.986787279132084	0.00754629648921853	1	1	1	1	1	1	1e-07	1e-07	1e-07	1e-07	1e-07	1e-07
3.78219608624366	0.0585365751845442	0.125341931412577	2.26277614848024	0.135735026091808	0.0927058257396391	-3044.68899124043	270	270	NA	0	0	1	31.6599999999999	0.107889988447023	0.00421197818963191	4.82905492786974e-05	2.04609769942345	3.49160452766966e-05	0.00125284782285317	0.01	0.1	0.01	0.001	0.01	0.001	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
